fbPageId,about,affiliation,alwaysOpen,appId,attire,bestPage,built,canCheckin,category,checkins,communityPage,companyString,contactAddress,culinaryTeam,currentLocation,description,displaySubtext,errorCode,errorMessage,fbId,features,founded,generalInfo,generalManager,geoSpecial,givenUrl,globalBrandRootId,hours,impressum,job,liTab,likes,link,location,members,mission,mpg,name,nameWithBrandOrLocation,overview,parentPageId,parking,paymentOptions,permanentlyClosed,personalInfo,personalInterests,pharmaSafetyInfo,phone,placeType,priceRange,products,publicTransit,restaurantServices,restaurantSpecialties,singleLineAddress,startDate,startType,storeLocationDescriptor,storeNumber,talkingAbout,unclaimed,username,verificationStatus,verified,voipInfo,website,wereHere,realStartDate
64,"Welcome to the official Teach For America Facebook page. One day, all children in this nation will have the opportunity to attain an excellent education.",NULL,0,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",0,0,"Teach For America",null,NULL,NULL,"ABBREVTeach For America works in partnership with communities to expand educational opportunity for children facing the challenges of poverty. Founded in 1990, Teach For America enlists, develops, and mobilizes remarkable and diverse individuals who ma...",NULL,NULL,NULL,8433834471,NULL,1990,NULL,NULL,,https://www.facebook.com/teachforamerica?fref=ts,NULL,null,NULL,0,0,235721,https://www.facebook.com/teachforamerica/,null,NULL,"Our mission is to enlist, develop, and mobilize as many as possible of our nation's most promising future leaders to grow and strengthen the movement for educational equity and excellence.",NULL,"Teach For America",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,6091,0,teachforamerica,blue_verified,1,com.restfb.types.Page$VoipInfo@45717a87,http://www.teachforamerica.org,0,NULL
65,"Request Appointment

AZ 800-446-2279
8 AM - 5 PM MST, M - F

FL 904-953-0853
8 AM - 5 PM ET, M - F

MN 507-538-3270
7 AM  6 PM CT, M - F",NULL,0,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",94233,0,"Mayo Clinic",null,NULL,NULL,NULL,"200 1st St SW・Rochester, Minnesota・94,233 people checked in here",NULL,NULL,7673082516,NULL,1863,NULL,NULL,,https://www.facebook.com/MayoClinic?fref=ts,NULL,null,NULL,0,0,853489,https://www.facebook.com/MayoClinic/,"Location[city=Rochester country=United States latitude=44.022702218494 locatedIn=null longitude=-92.466435796611 name=null region=null state=MN street=200 1st St SW zip=55905]",NULL,"ABBREVMayo Clinic will provide the best care to every patient every day through integrated clinical practice, education and research.

We encourage interaction, discussion, commentary, questions and even criticism but ask that you keep your comments an...",NULL,"Mayo Clinic",NULL,"ABBREVMayo Clinic has more than 3,300 physicians, scientists and researchers from every medical specialty. They work together with 46,000 allied health employees to care for more than half a million patients each year, from every U.S. state and many co...",NULL,NULL,null,0,NULL,NULL,NULL,"(507) 538-3270",PLACE,NULL,"Mayo Clinic provides health care on three campuses: in Rochester, Minn., Jacksonville, Fla., and Scottsdale/Phoenix, Ariz. ",NULL,null,null,"200 1st St SW, Rochester, Minnesota 55905",com.restfb.types.Page$PageStartDate@79b0a260,Founded,NULL,NULL,27859,0,MayoClinic,not_verified,0,com.restfb.types.Page$VoipInfo@4f4bab39,http://www.mayoclinic.org/?mc_id=us&utm_source=facebook&utm_medium=sm&utm_content=post&utm_campaign=mayoclinic&geo=national&placementsite=enterprise&cauid=,0,"1862-12-31 16:21:52"
66,NULL,NULL,0,NULL,NULL,NULL,NULL,1,"Local Business",0,1,"EOG Resources",null,NULL,NULL,"ABBREVEOG Resources, Inc. (successor to Enron Oil & Gas Company) is a petroleum and natural gas exploration company headquartered in the Heritage Plaza building in Houston, Texas.Current operationsThe company is ranked #167 on the Fortune 500.The compa...",NULL,NULL,NULL,107594535937092,NULL,NULL,NULL,NULL,,https://www.facebook.com/pages/EOG-Resources/107594535937092?fref=ts,NULL,null,NULL,0,0,3742,https://www.facebook.com/pages/EOG-Resources/107594535937092,null,NULL,NULL,NULL,"EOG Resources",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,0,1,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@32aa34e9,http://www.eogresources.com/,0,NULL
67,"Inspiring and nurturing the human spirit -- one person, one cup, and one neighborhood at a time http://www.youtube.com/starbucks",NULL,0,NULL,NULL,NULL,NULL,1,Food/Beverages,0,0,Starbucks,null,NULL,NULL,"ABBREVCome on in. This space is not so different from your neighborhood Starbucks. It’s a place where people from all over come together for conversation and great coffee.

We welcome your ideas, feedback, and constructive criticism. That said, please ...",NULL,NULL,NULL,22092443056,NULL,"1971 in Seattle’s Pike Place Market",NULL,NULL,,https://www.facebook.com/Starbucks?fref=ts,NULL,null,NULL,0,0,36182426,https://www.facebook.com/Starbucks/,null,NULL,NULL,NULL,Starbucks,NULL,"ABBREVStarbucks has an unusually human approach to business. We always figured that putting people before products just made good common sense. Our relationships with farmers yield the highest quality coffees. The connections we make in communities cre...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,Coffee,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@5394257f,Opened,NULL,NULL,460647,0,Starbucks,blue_verified,1,com.restfb.types.Page$VoipInfo@16f13fad,http://meetme.starbucks.com,28947777,"1970-12-31 16:21:53"
68,"Rackspace is a rapidly growing and dynamic company who has seen growth rates of up to 80% a year. Since launching in the UK in 2001, Rackspace has grown to over 500 employees in Europe.",NULL,0,NULL,NULL,NULL,NULL,1,"Professional Services",44,0,"Rackspace Hosting",null,NULL,NULL,"ABBREVRackspace® Hosting is the World's leader in hosting.  

Since 2001 Rackspace has been hosting and supporting mission critical websites, internet applications, email servers, security and storage services for 6,000 customers. 

Rackspace is totall...","5 Millington Road, Hyde Park・Hayes, Hillingdon・44 people checked in here",NULL,NULL,147298628669538,NULL,NULL,NULL,NULL,,https://www.facebook.com/RackspaceCareers?fref=ts,NULL,null,NULL,0,0,285,https://www.facebook.com/RackspaceCareers/,"Location[city=Hayes country=United Kingdom latitude=51.501534002207 locatedIn=null longitude=-0.42765217519876 name=null region=null state=null street=5 Millington Road, Hyde Park zip=UB3 4AZ]",NULL,NULL,NULL,"Rackspace Hosting Careers",NULL,NULL,NULL,NULL,null,1,NULL,NULL,NULL,"+44 (0)20 8734 2700 ",PLACE,NULL,NULL,NULL,null,null,"5 Millington Road, Hyde Park, UB3 4AZ Hayes, Hillingdon",null,Unspecified,NULL,NULL,0,0,RackspaceCareers,not_verified,0,com.restfb.types.Page$VoipInfo@1150aabb,http://www.rackspace.co.uk/rackspace-home/,44,NULL
69,"FactSet helps the world's best investment professionals outperform. ",NULL,0,NULL,NULL,NULL,NULL,1,Software,7,0,"FactSet Research Systems",null,NULL,NULL,"Follow us on Twitter:  www.twitter.com/factset and www.twitter.com/factsetcareers","601 Merritt 7・Norwalk, Connecticut・7 people checked in here",NULL,NULL,47276510407,NULL,1978,NULL,NULL,,https://www.facebook.com/FactSet?fref=ts,NULL,null,NULL,0,0,11735,https://www.facebook.com/FactSet/,"Location[city=Norwalk country=United States latitude=null locatedIn=null longitude=null name=null region=null state=CT street=601 Merritt 7 zip=06851]",NULL,"FactSet enhances the productivity of the Global Investment Professional by providing superior workflow solutions. We combine distinctive technology, content, and unmatched service to improve decisions in every part of the investment process.",NULL,"FactSet Research Systems",NULL,"ABBREVFactSet Research Systems (NYSE: FDS) is a financial data and software company headquartered in Norwalk, CT. The company provides financial information and analytic software for investment professionals. 

FactSet offers access to data and analyti...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,http://www.factset.com/products,NULL,null,null,"601 Merritt 7, Norwalk, Connecticut 06851",com.restfb.types.Page$PageStartDate@2a7635c9,Founded,NULL,NULL,454,0,FactSet,not_verified,0,com.restfb.types.Page$VoipInfo@7517dd50,www.factset.com/careers,0,"1978-09-30 16:21:54"
70,"The official Facebook Page of Microsoft Careers. Check out our jobs at http://bit.ly/MicrosoftCareers and follow us @MicrosoftJobs on Twitter.",NULL,0,NULL,NULL,NULL,NULL,1,Computers/Technology,539,0,Microsoft,null,NULL,NULL,NULL,"1 Microsoft Way・Redmond, Washington・539 people checked in here",NULL,NULL,9298666412,NULL,1975,NULL,NULL,,https://www.facebook.com/MicrosoftCareers?fref=ts,NULL,null,NULL,0,0,495662,https://www.facebook.com/MicrosoftCareers/,"Location[city=Redmond country=United States latitude=47.6399741 locatedIn=null longitude=-122.129715 name=null region=null state=WA street=1 Microsoft Way zip=98052]",NULL,NULL,NULL,"Microsoft Careers",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,NULL,NULL,null,null,"1 Microsoft Way, Redmond, Washington 98052",com.restfb.types.Page$PageStartDate@c1cd38c,Founded,NULL,NULL,1728,0,MicrosoftCareers,blue_verified,1,com.restfb.types.Page$VoipInfo@43471c9a,http://bit.ly/MicrosoftCareers,0,"1975-05-04 16:21:55"
71,"Have a question about Aflac? Our team is happy to help. Call 1-855-762-3522 Monday-Friday from 8 a.m. to 8 p.m. ET or email aflacassistance@aflac.com.",NULL,0,NULL,NULL,NULL,NULL,1,"Insurance Company",2401,0,Aflac,null,NULL,NULL,"ABBREVWhen a policyholder gets sick or hurt, Aflac pays cash benefits fast. For six decades, Aflac insurance policies have given policyholders the opportunity to focus on recovery, not financial stress. In the United States, Aflac is the leading provid...","1932 Wynnton Rd・Columbus, Georgia・2,401 people checked in here",NULL,NULL,13994086254,NULL,NULL,NULL,NULL,,https://www.facebook.com/Aflac,NULL,null,NULL,0,0,36673,https://www.facebook.com/Aflac/,"Location[city=Columbus country=United States latitude=32.468028084498 locatedIn=null longitude=-84.964238079151 name=null region=null state=GA street=1932 Wynnton Rd zip=31999]",NULL,NULL,NULL,Aflac,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(855) 762-3522",PLACE,NULL,NULL,NULL,null,null,"1932 Wynnton Rd, Columbus, Georgia 31999",com.restfb.types.Page$PageStartDate@3716a64c,Started,NULL,NULL,1303,0,Aflac,blue_verified,1,com.restfb.types.Page$VoipInfo@39ac8920,http://aflac.com,0,"2007-12-31 16:21:55"
72,"Welcome to the Publix Careers Facebook page! We love helping people learn more about employment opportunities at one of the best places to work anywhere!",NULL,0,NULL,NULL,NULL,NULL,1,Food/Beverages,0,0,"Publix Super Markets",null,NULL,NULL,"ABBREVOur 180,000 associates operate more than 1,110 stores and numerous corporate, distribution and manufacturing facilities in five Southeastern states: Alabama, Florida, Georgia, North Carolina, South Carolina and Tennessee.

Publix is owned by its ...","Lakeland, FL",NULL,NULL,209968985766607,NULL,1930,NULL,NULL,,https://www.facebook.com/publixcareers?fref=ts,NULL,null,NULL,0,0,17876,https://www.facebook.com/publixcareers/,"Location[city=null country=null latitude=null locatedIn=null longitude=null name=null region=null state=null street=Lakeland, FL zip=null]",NULL,"Our Mission at Publix is to be the premier quality food retailer in the world. We can’t do that without a dedicated workforce. That’s why Publix puts so much emphasis on hiring the right people and treating associates with great respect.",NULL,"Publix Careers",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,"Lakeland, FL",com.restfb.types.Page$PageStartDate@4f86e259,Founded,NULL,NULL,832,0,publixcareers,not_verified,0,com.restfb.types.Page$VoipInfo@52bd4229,http://corporate.publix.com/careers,0,"1930-10-06 16:21:56"
73,"The worldwide leader in the design, manufacture and marketing of toys and family products.

Please see info tab for fan engagement policy.",NULL,0,NULL,NULL,NULL,NULL,1,Games/Toys,0,0,Mattel,null,NULL,NULL,NULL,NULL,NULL,NULL,148757037599,NULL,"Ruth & Elliot Handler; Herman Fisher & Irving Price; Pleasant Rowland; Reverend W.V. Awdry","ABBREVWelcome to the official Mattel Facebook page.  

This community is intended to be a place for fans to discuss Mattel products, promotions, company activities and, above all, PLAY!  Mattel’s goal is to create an enjoyable community experience for ...",NULL,,https://www.facebook.com/Mattel?fref=ts,NULL,null,NULL,0,0,230996,https://www.facebook.com/Mattel/,null,NULL,"ABBREVCreating the Future of Play - Since the beginning, Mattel has taken an innovative and visionary approach to advancing play for children around the world. Our founders, Ruth and Elliot Handler; Herman Fisher and Irving Price, namesakes of Fisher-P...",NULL,Mattel,NULL,"ABBREVThe Mattel family of companies (Nasdaq: MAT) is the worldwide leader in the design, manufacture and marketing of toys and family products. Mattel’s portfolio of best-selling brands includes Barbie®, the most popular fashion doll ever produced, Ho...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"ABBREVSHOP WITH US ONLINE!
Mattel Shop—Delivering play, every day!™

At MattelShop.com, finding products is half the fun! Read about play patterns and discover toys based on a child’s favorite way to play. Or watch videos and click right on the charact...",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@7262191c,Founded,NULL,NULL,653,0,Mattel,not_verified,0,com.restfb.types.Page$VoipInfo@af17638,http://www.Mattel.com,0,"1944-12-31 16:21:56"
74,"Ready to grow a meaningful career? At Bright Horizons, you can.",NULL,0,NULL,NULL,NULL,NULL,1,Education,0,0,"Bright Horizons Family Solutions",null,NULL,NULL,"ABBREVTeaching and working at Bright Horizons is more than just a job. At Bright Horizons, you'll achieve your career goals while helping children and families realize their own. 

As the world's leading provider of high-quality child care, education, ...",NULL,NULL,NULL,1394887180807475,NULL,1986.,NULL,NULL,,https://www.facebook.com/BrightHorizonsCareers?fref=ts,NULL,null,NULL,0,0,845,https://www.facebook.com/BrightHorizonsCareers/,null,NULL,"ABBREVBright Horizons is the world's leading provider of employer-sponsored child care, back-up care, education and work/life solutions with more than 700 child care and early education programs and schools for employers and working families across the...",NULL,"Bright Horizons Careers",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"Early education & preschool, employer-sponsored child care, back-up care, educational advisory services and other work/life solutions.",NULL,null,null,NULL,null,Unspecified,NULL,NULL,47,0,BrightHorizonsCareers,not_verified,0,com.restfb.types.Page$VoipInfo@36394c71,http://www.brighthorizons.com/careers,0,NULL
75,"We are a leading provider of management consulting, technology, and engineering services. http://www.boozallen.com",NULL,0,NULL,NULL,NULL,NULL,1,"Consulting/Business Services",1177,0,"Booz Allen Hamilton",null,NULL,NULL,"Want to join our team? Find jobs at The Booz Allen Hamilton Talent Network: http://www.jobs.net/jobs/booz-allen-hamilton/all-jobs","Tysons Corner, Virginia・1,177 people checked in here",NULL,NULL,115188672790,NULL,"In 1914, Edwin Booz had the idea that companies would be more successful if they could call on someone external to their organizations for expert, impartial advice. In doing so, he defined management consulting and founded Booz Allen Hamilton.",NULL,NULL,,https://www.facebook.com/boozallen?fref=ts,NULL,null,NULL,0,0,29423,https://www.facebook.com/boozallen/,"Location[city=Tysons Corner country=United States latitude=null locatedIn=null longitude=null name=null region=null state=VA street=null zip=null]",NULL,"Booz Allen Hamilton partners with clients to solve their most important and complex problems, making their mission our mission, and delivering results that endure.",NULL,"Booz Allen Hamilton",NULL,"ABBREVBooz Allen Hamilton has been at the forefront of strategy and technology consulting for 100 years. Today, Booz Allen is a leading provider of management consulting, technology, and engineering services to the US government in defense, intelligenc...",NULL,NULL,null,0,NULL,NULL,NULL,"(703) 902-5000",NULL,NULL,"ABBREVBooz Allen is a committed partner not only to our clients, but also to the institution of government, the business community, the communities in which we work, and the global community. We leverage our management and technology consulting capabil...",NULL,null,null,"Tysons Corner, Virginia",null,Unspecified,NULL,NULL,537,0,boozallen,not_verified,0,com.restfb.types.Page$VoipInfo@6d64815,http://www.boozallen.com,0,NULL
76,"Be a part of a global team that helps transform valuable data into invaluable knowledge! At Hitachi Data Systems, we create intelligent information infrastructures for the world's most demanding enterprises.",NULL,0,NULL,NULL,NULL,NULL,1,Computers/Technology,451,0,"Hitachi Data Systems",null,NULL,NULL,NULL,"2845 Lafayette St・Santa Clara, California・451 people checked in here",NULL,NULL,124570004251813,NULL,1989,NULL,NULL,,https://www.facebook.com/HDSCareers?fref=ts,NULL,null,NULL,0,0,1316,https://www.facebook.com/HDSCareers/,"Location[city=Santa Clara country=United States latitude=37.373097825102 locatedIn=null longitude=-121.9481795076 name=null region=null state=CA street=2845 Lafayette St zip=95050]",NULL,"ABBREVBe a part of a global team that helps transform valuable data into invaluable knowledge! At Hitachi Data Systems, we create intelligent information infrastructures for the world's most demanding enterprises.
You'll find the work environment excit...",NULL,"Hitachi Data Systems - Careers",NULL,"ABBREVHitachi Data Systems provides best-in-class information technologies, services and solutions that deliver compelling customer ROI, unmatched return on assets (ROA) and demonstrable business impact. With a vision that IT must be virtualized, autom...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,"Universal Storage Platform V, Universal Storage Platform VM, Adaptable Modular Storage 2000 family, Hitachi unified compute platform, Hitachi Dynamic Provisioning, Hitachi NAS, Hitachi High Availability Manager",NULL,null,null,"2845 Lafayette St, Santa Clara, California 95050",null,Unspecified,NULL,NULL,31,0,HDSCareers,not_verified,0,com.restfb.types.Page$VoipInfo@57f7a962,http://www.hds.com/corporate/careers/,0,NULL
77,"We’re a physician-owned medical group with 500 healthcare providers caring for 300,000 people in Snohomish County founded in Everett in 1924.",NULL,0,NULL,NULL,NULL,NULL,1,Health/Medical/Pharmacy,1758,0,"The Everett Clinic",null,NULL,NULL,"ABBREVAt The Everett Clinic, you'll have a team working together for your health and healing. Your healthcare providers -- from your trusted family doctor to your skilled surgeon -- use one electronic medical record to provide the best coordinated care...","3901 Hoyt Ave・Everett, Washington・1,758 people checked in here",NULL,NULL,61452139395,NULL,NULL,NULL,NULL,,https://www.facebook.com/TheEverettClinic?fref=ts,NULL,"ABBREVHours[friday1close=19:00 friday1open=07:00 friday2close=null friday2open=null id=null metadata=null monday1close=19:00 monday1open=07:00 monday2close=null monday2open=null name=null saturday1close=null saturday1open=null saturday2close=null satur...",NULL,0,0,4734,https://www.facebook.com/TheEverettClinic/,"Location[city=Everett country=United States latitude=47.96540908917 locatedIn=null longitude=-122.20883450068 name=null region=null state=WA street=3901 Hoyt Ave zip=98201]",NULL,NULL,NULL,"The Everett Clinic",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(425) 259-0966",PLACE,NULL,NULL,NULL,null,null,"3901 Hoyt Ave, Everett, Washington 98201",com.restfb.types.Page$PageStartDate@7b6fa752,Founded,NULL,NULL,98,0,TheEverettClinic,not_verified,0,com.restfb.types.Page$VoipInfo@53749c9b,www.everettclinic.com,1758,"1923-12-31 16:21:58"
78,"OhioHealth is a nationally recognized, not-for-profit, charitable, healthcare organization serving & supported by the community. ",NULL,1,NULL,NULL,NULL,NULL,1,Health/Medical/Pharmaceuticals,605,0,OhioHealth,null,NULL,NULL,"ABBREVBased in Columbus, Ohio, it's a family of 22,000 associates, physicians and volunteers, 18 hospitals, 23 health and surgery centers, home-health providers, medical equipment and health service suppliers throughout a 40-county area. OhioHealth mem...","180 E Broad St・Columbus, Ohio・605 people checked in here",NULL,NULL,40814021698,NULL,NULL,"ABBREVTERMS & CONDITIONS 
Please also refer to Facebook’s Terms and Conditions, Code of Conduct and privacy pages (“Facebook’s Terms”) for more information on Facebook’s requirements and policies that also apply to your use of this Site. By using the S...",NULL,,https://www.facebook.com/OhioHealth?fref=ts,NULL,null,NULL,0,0,19653,https://www.facebook.com/OhioHealth/,"Location[city=Columbus country=United States latitude=39.9632 locatedIn=null longitude=-82.99585 name=null region=null state=OH street=180 E Broad St zip=43215]",NULL,NULL,NULL,OhioHealth,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(614) 788-8860",PLACE,NULL,NULL,NULL,null,null,"180 E Broad St, Columbus, Ohio 43215",com.restfb.types.Page$PageStartDate@49533cf,Founded,NULL,NULL,1117,0,OhioHealth,not_verified,0,com.restfb.types.Page$VoipInfo@7317cf00,"http://www.ohiohealth.com http://twitter.com/OhioHealth http://www.youtube.com/OhioHealthColumbus ",605,"1890-12-31 16:21:59"
79,"MorningStar Sailing Team",NULL,1,NULL,NULL,NULL,NULL,1,Organization,78,0,Morningstar,null,NULL,NULL,"ABBREVMorningStar is a 50 foot sailing yacht designed by the Naval Architect Germán Frers, built at Lazzara Marine - Tampa, (FL) USA. Mr. John P Ambrose Jr. commissioned to have Morningstar built in 1983 and competed in the Southern Ocean Racing Confer...","Heerengracht 119・Muiden・78 people checked in here",NULL,NULL,198056910214033,NULL,1984,NULL,NULL,,https://www.facebook.com/MorningStarSailing?fref=ts&rf=109453902414531,NULL,null,NULL,0,0,299,https://www.facebook.com/MorningStarSailing/,"Location[city=Muiden country=Netherlands latitude=52.32696 locatedIn=null longitude=5.06674 name=null region=null state=null street=Heerengracht 119 zip=1398 AE]",NULL,NULL,NULL,MorningStar,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,+31617674430,PLACE,NULL,NULL,NULL,null,null,"Heerengracht 119, 1398 AE Muiden",com.restfb.types.Page$PageStartDate@8d1937f,Launched,NULL,NULL,0,0,MorningStarSailing,not_verified,0,com.restfb.types.Page$VoipInfo@5604095f,NULL,78,"1982-12-31 16:21:59"
80,www.CiscoJobs.org,NULL,0,NULL,NULL,NULL,NULL,1,Website,0,0,Cisco,null,NULL,NULL,NULL,NULL,NULL,NULL,134134190357,NULL,NULL,NULL,NULL,,https://www.facebook.com/networkingjobs?fref=ts,NULL,null,NULL,0,0,1642,https://www.facebook.com/networkingjobs/,null,NULL,NULL,NULL,"Cisco Jobs",NULL,"Jobs for cisco qualified engineers",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,4,0,networkingjobs,not_verified,0,com.restfb.types.Page$VoipInfo@68172bbf,www.ciscojobs.org,0,NULL
81,"CarMax is the nation’s largest retailer of used cars. If you need help, our Customer Relations team is available M-F 9a-8p EST at 855-562-4935.",NULL,0,NULL,NULL,NULL,NULL,1,Cars,0,0,CarMax,null,NULL,NULL,NULL,NULL,NULL,NULL,58226901193,NULL,1993,NULL,NULL,,https://www.facebook.com/CarMax?fref=ts,NULL,null,NULL,0,0,175569,https://www.facebook.com/CarMax/,null,NULL,"The CarMax consumer offer provides our customers the opportunity to shop for vehicles the way they shop for items at other national retailers. We offer low, no-haggle prices, a broad selection and a customer-friendly sales process. ",NULL,CarMax,NULL,"ABBREVCarMax, a FORTUNE 500 company and one of the FORTUNE “100 Best Companies to Work For” for ten consecutive years, is the nation’s largest retailer of used cars.  Headquartered in Richmond, Va., CarMax currently operates more than 130 used car supe...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"Thousands of quality new and used cars.",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@3c211e82,Founded,NULL,NULL,866,0,CarMax,blue_verified,1,com.restfb.types.Page$VoipInfo@df0b00c,http://www.carmax.com/,163997,"1992-12-31 16:22:00"
82,"Gain insight into careers and life at Accenture in the United States. Be the first to know our latest company news, event and job opportunities, our people's accomplishments, and more.",NULL,0,NULL,NULL,NULL,NULL,1,"Consulting/Business Services",0,0,Accenture,null,NULL,NULL,"ABBREVOur community guidelines:

Accenture encourages you to participate and welcomes constructive engagement between members. To maintain a positive online experience for the entire community, we reserve the right to delete posts that may be deemed of...",NULL,NULL,NULL,20341500871,NULL,NULL,NULL,NULL,,https://www.facebook.com/AccentureCareersUS?fref=ts,NULL,null,NULL,0,0,27757,https://www.facebook.com/AccentureCareersUS/,null,NULL,NULL,NULL,"Accenture Careers in the US",NULL,"ABBREVAccenture is one of the world’s leading management consulting, technology services and outsourcing companies with more than 320,000 people serving clients in 120 countries.  We have extensive relationships with the world's leading companies and g...",NULL,NULL,null,0,NULL,NULL,NULL,accenturecareersmobile.com,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@1d03269d,Founded,NULL,NULL,71,0,AccentureCareersUS,not_verified,0,com.restfb.types.Page$VoipInfo@12e0ec57,"http://www.accenture.com/uscareers www.accenture.com/uslinkedin www.twitter.com/accenture_jobs https://google.com/+accentureuscareers",0,"2007-12-31 16:22:01"
83,"GoDaddy is here to help you easily start, confidently grow and successfully run your ventures - online and offline.",NULL,0,NULL,NULL,NULL,NULL,1,Website,428,0,GoDaddy.com,null,NULL,NULL,"ABBREVWho we are and what we do: Nearly as old as the Internet itself, GoDaddy was born to give people an easy, affordable way to get their ideas online. Today, we have millions of customers around the world, but our goal is much the same. We’re here t...","14455 N Hayden Rd #226・Scottsdale, Arizona・428 people checked in here",NULL,NULL,8749090685,NULL,1997,NULL,NULL,,https://www.facebook.com/GoDaddy?fref=ts,774838365924289,null,NULL,0,0,1205626,https://www.facebook.com/GoDaddy/,"Location[city=Scottsdale country=United States latitude=null locatedIn=null longitude=null name=null region=null state=AZ street=14455 N Hayden Rd #226 zip=85260]",NULL,"GoDaddy is here to help you easily start, confidently grow and successfully run your ventures - online and offline. Like you always knew you could, like you told ‘em you would. It's Go Time!",NULL,GoDaddy,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(866) 463-2339",NULL,NULL,"ABBREVBusiness Consulting, Dedicated Servers, Domain Name Search, Domain Name Registration, Domain Name Appraisal, Domain Name Auctions, Email Marketing, Logo Design, Small Business Solutions, SSL Certificates, Web Hosting, Web-based Email, Website Bui...",NULL,null,null,"14455 N Hayden Rd #226, Scottsdale, Arizona 85260",com.restfb.types.Page$PageStartDate@537a1812,Founded,NULL,NULL,3745,0,GoDaddy,blue_verified,1,com.restfb.types.Page$VoipInfo@288c488d,http://www.GoDaddy.com,0,"1996-12-31 16:22:01"
84,"At KPMG LLP, our purpose is to turn knowledge into value for the benefit of our clients, our people, and the capital markets.",NULL,0,NULL,NULL,NULL,NULL,1,"Consulting/Business Services",2,0,KPMG,null,NULL,NULL,"ABBREVKPMG was formed in 1987 with the merger of Peat Marwick International (PMI) and Klynveld Main Goerdeler (KMG) and their individual member firms. Spanning three centuries, the organization's history can be traced through the names of its principal...","345 Park Ave・New York, New York・2 people checked in here",NULL,NULL,274830721660,NULL,1897,NULL,NULL,USA,https://www.facebook.com/kpmguscareers?fref=ts,NULL,null,NULL,0,0,18133,https://www.facebook.com/kpmguscareers/,"Location[city=New York country=United States latitude=40.75775 locatedIn=null longitude=-73.97242 name=null region=null state=NY street=345 Park Ave zip=10154]",NULL,NULL,NULL,"KPMG US Careers",NULL,"ABBREVKPMG LLP, the audit, tax and advisory firm (http://www.kpmg.com/us/), is the U.S. member firm of KPMG International Cooperative (“KPMG International”). KPMG International's member firms have 140,000 professionals, including more than 7,900 partne...",NULL,NULL,null,0,NULL,NULL,NULL,"(212) 758-9700",PLACE,NULL,NULL,NULL,null,null,"345 Park Ave, New York, New York 10154",com.restfb.types.Page$PageStartDate@66fccf17,Unspecified,NULL,NULL,172,0,kpmguscareers,not_verified,0,com.restfb.types.Page$VoipInfo@4c6c703e,http://www.kpmg.com/US/en/Careers/,2,"1896-12-31 16:22:02"
